olgnname,count,mean.control.log.signal,control.sd.log.signal
UniRef90_P17367_oligopeptide_5,5,-4.697749,0.1887292
UniRef90_P18384_oligopeptide_4,10,-4.68014,0.2018878
UniRef90_Q9QJ54_oligopeptide_26,20,-4.494407,0.2666678
UniRef90_P52537_oligopeptide_3,4,-4.650037,0.210761
UniRef90_P0C6X5_oligopeptide_209,8,-4.68014,0.2315417
UniRef90_Q69028_oligopeptide_2,8,-4.637543,0.2078483
UniRef90_Q8AYW1_oligopeptide_15,8,-4.559728,0.260702
UniRef90_P0C6U3_oligopeptide_108,5,-4.529625,0.210067
UniRef90_Q8V294_oligopeptide_85,9,-4.577337,0.2398168
UniRef90_P54635_oligopeptide_7,3,-4.650037,0.1954608
UniRef90_P03218_oligopeptide_7,1,-4.727852,0.2029645
UniRef90_P04300_oligopeptide_2,1,-4.727852,0.2029645
UniRef90_P11193_oligopeptide_23,1,-4.727852,0.2029645
UniRef90_P12923_oligopeptide_4,1,-4.727852,0.2029645
UniRef90_P15423_oligopeptide_33,1,-4.727852,0.2029645
UniRef90_P23056_oligopeptide_13,1,-4.727852,0.2029645
UniRef90_P26141_oligopeptide_2,1,-4.727852,0.2029645
UniRef90_P36722_oligopeptide_3,1,-4.727852,0.2029645
UniRef90_P48311_oligopeptide_31,1,-4.727852,0.2029645
UniRef90_P52465_oligopeptide_8,1,-4.727852,0.2029645
UniRef90_P68620_oligopeptide_3,1,-4.727852,0.2029645
UniRef90_P69270_oligopeptide_5,1,-4.727852,0.2029645
UniRef90_Q9PY94_oligopeptide_13,1,-4.727852,0.2029645
UniRef90_P52360_oligopeptide_5,8,-4.60744,0.2895071
UniRef90_P36328_oligopeptide_33,2,-4.456925,0.1310679
UniRef90_P03277_oligopeptide_11,9,-4.505321,0.2452871
UniRef90_Q997F0_oligopeptide_19,5,-4.632428,0.2212644
UniRef90_P23056_oligopeptide_1,8,-4.667646,0.2295963
UniRef90_Q9WSV7_oligopeptide_8,2,-4.476798,0.1935986
UniRef90_P03427_oligopeptide_19,6,-4.637543,0.2401149
UniRef90_D5LX59_oligopeptide_16,2,-4.697749,0.2091122
UniRef90_P03502_oligopeptide_8,2,-4.60744,0.269771
UniRef90_P03523_oligopeptide_35,5,-4.697749,0.1947757
UniRef90_Q4JQW6_oligopeptide_8,5,-4.697749,0.1947757
UniRef90_P04577_oligopeptide_16,5,-4.572222,0.2405772
UniRef90_P69270_oligopeptide_7,4,-4.577337,0.1754463
UniRef90_O73579_oligopeptide_7,10,-4.529625,0.2312716
UniRef90_P04584_oligopeptide_47,4,-4.650037,0.2181291
UniRef90_P18802_oligopeptide_49,7,-4.60744,0.2390682
UniRef90_P32537_oligopeptide_74,3,-4.68014,0.2196332
UniRef90_Q9QJ16_oligopeptide_14,13,-4.32451,0.3145761
UniRef90_P50641_oligopeptide_5,8,-4.542119,0.1608867
UniRef90_Q69140_oligopeptide_14,6,-4.589831,0.2670697
UniRef90_P89462_oligopeptide_17,9,-4.667646,0.1851173
UniRef90_Q5Y388_oligopeptide_39,17,-4.542119,0.2365103
UniRef90_P09299_oligopeptide_3,9,-4.572222,0.2921077
UniRef90_Q69535_oligopeptide_22,1,-4.697749,0.1947757
UniRef90_P0DKA5_oligopeptide_6,13,-4.572222,0.2961683
UniRef90_P27221_oligopeptide_11,9,-4.529625,0.2247534
UniRef90_Q2HRC8_oligopeptide_9,9,-4.667646,0.1872625
UniRef90_P20867_oligopeptide_7,6,-4.619934,0.237548
UniRef90_P68343_oligopeptide_28,14,-4.52451,0.2793549
UniRef90_P11321_oligopeptide_4,8,-4.727852,0.2029645
UniRef90_P34015_oligopeptide_7,8,-4.727852,0.2029645
UniRef90_P69521_oligopeptide_3,8,-4.727852,0.2029645
UniRef90_Q69489_oligopeptide_1,8,-4.727852,0.2029645
UniRef90_Q05127_oligopeptide_8,4,-4.602325,0.1961539
UniRef90_P29165_oligopeptide_2,9,-4.589831,0.2625372
UniRef90_C5H431_oligopeptide_110,3,-4.637543,0.20002
UniRef90_Q82007_oligopeptide_11,6,-4.499522,0.1671244
UniRef90_P27400_oligopeptide_19,13,-4.572222,0.255482
UniRef90_Q80961_oligopeptide_12,6,-4.60744,0.1684958
UniRef90_P36328_oligopeptide_51,7,-4.619934,0.2550406
UniRef90_Q66765_oligopeptide_27,4,-4.589831,0.1902913
UniRef90_Q3KST4_oligopeptide_28,4,-4.60744,0.2585739
UniRef90_Q9QSP0_oligopeptide_60,5,-4.667646,0.1851173
UniRef90_P07210_oligopeptide_63,4,-4.567646,0.2347897
UniRef90_P04936_oligopeptide_5,1,-4.697749,0.1988447
UniRef90_P36712_oligopeptide_4,5,-4.434201,0.2520272
UniRef90_P04580_oligopeptide_6,8,-4.529625,0.2627098
UniRef90_Q2HRB2_oligopeptide_1,8,-4.512016,0.148894
UniRef90_P03302_oligopeptide_13,8,-4.697749,0.1887292
UniRef90_P24436_oligopeptide_10,5,-4.667646,0.2569847
UniRef90_Q82041_oligopeptide_20,1,-4.697749,0.2008433
UniRef90_P52379_oligopeptide_5,7,-4.589831,0.1798334
UniRef90_O89341_oligopeptide_5,4,-4.727852,0.2029645
UniRef90_O90370_oligopeptide_69,4,-4.727852,0.2029645
UniRef90_P03193_oligopeptide_21,4,-4.727852,0.2029645
UniRef90_P05881_oligopeptide_3,4,-4.727852,0.2029645
UniRef90_P07240_oligopeptide_9,4,-4.727852,0.2029645
UniRef90_P0DOD3_oligopeptide_3,4,-4.727852,0.2029645
UniRef90_P0DOE0_oligopeptide_2,4,-4.727852,0.2029645
UniRef90_P10542_oligopeptide_8,4,-4.727852,0.2029645
UniRef90_P11819_oligopeptide_9,4,-4.727852,0.2029645
UniRef90_P18356_oligopeptide_9,4,-4.727852,0.2029645
UniRef90_P21404_oligopeptide_66,4,-4.727852,0.2029645
UniRef90_P22162_oligopeptide_15,4,-4.727852,0.2029645
UniRef90_P24761_oligopeptide_3,4,-4.727852,0.2029645
UniRef90_P25482_oligopeptide_1,4,-4.727852,0.2029645
UniRef90_P27153_oligopeptide_3,4,-4.727852,0.2029645
UniRef90_P33827_oligopeptide_10,4,-4.727852,0.2029645
UniRef90_P36297_oligopeptide_6,4,-4.727852,0.2029645
UniRef90_P36717_oligopeptide_2,4,-4.727852,0.2029645
UniRef90_P52548_oligopeptide_8,4,-4.727852,0.2029645
UniRef90_P59595_oligopeptide_10,4,-4.727852,0.2029645
UniRef90_P89467_oligopeptide_3,4,-4.727852,0.2029645
UniRef90_Q05135_oligopeptide_12,4,-4.727852,0.2029645
UniRef90_Q05794_oligopeptide_26,4,-4.727852,0.2029645
UniRef90_Q1K9Q1_oligopeptide_13,4,-4.727852,0.2029645
UniRef90_Q6UY61_oligopeptide_26,4,-4.727852,0.2029645
UniRef90_Q82040_oligopeptide_11,4,-4.727852,0.2029645
UniRef90_Q8JPY1_oligopeptide_17,4,-4.727852,0.2029645
UniRef90_Q9INI2_oligopeptide_5,4,-4.727852,0.2029645
UniRef90_Q9INI5_oligopeptide_34,4,-4.727852,0.2029645
UniRef90_Q9YLJ1_oligopeptide_56,4,-4.727852,0.2029645
UniRef90_P0C6U5_oligopeptide_114,18,-4.253583,0.1927332
UniRef90_O12792_oligopeptide_2,8,-4.276798,0.1870898
UniRef90_Q2HR67_oligopeptide_5,3,-4.667646,0.2244896
UniRef90_Q4TWH7_oligopeptide_3,19,-4.421707,0.2388007
UniRef90_Q9QB84_oligopeptide_20,3,-4.619934,0.2582669
UniRef90_P12923_oligopeptide_2,4,-4.667646,0.2432065
UniRef90_P16629_oligopeptide_12,9,-4.619934,0.234993
UniRef90_P24830_oligopeptide_3,10,-4.494407,0.2254803
UniRef90_P12576_oligopeptide_32,5,-4.667646,0.1901006
UniRef90_F5HC79_oligopeptide_12,7,-4.572222,0.1709462
UniRef90_Q89607_oligopeptide_24,2,-4.589831,0.2253043
UniRef90_P36722_oligopeptide_5,9,-4.567646,0.2584396
UniRef90_P04296_oligopeptide_27,7,-4.589831,0.244414
UniRef90_Q6TQR6_oligopeptide_74,8,-4.519934,0.3043306
UniRef90_P29984_oligopeptide_4,6,-4.667646,0.2118775
UniRef90_P30928_oligopeptide_6,6,-4.667646,0.2118775
UniRef90_Q79670_oligopeptide_17,9,-4.58014,0.2672008
UniRef90_Q45UF2_oligopeptide_7,6,-4.650037,0.2013052
UniRef90_P09261_oligopeptide_4,6,-4.502325,0.3121582
UniRef90_Q9INI3_oligopeptide_12,11,-4.547234,0.2229989
UniRef90_P06935_oligopeptide_69,3,-4.650037,0.2171699
UniRef90_P08411_oligopeptide_56,4,-4.697749,0.1887292
UniRef90_Q9QBZ2_oligopeptide_3,4,-4.697749,0.1887292
UniRef90_P24446_oligopeptide_2,15,-4.287712,0.1926311
UniRef90_P08411_oligopeptide_79,8,-4.429625,0.2889286
UniRef90_P0C6X6_oligopeptide_251,3,-4.650037,0.2195094
UniRef90_Q5Y388_oligopeptide_25,10,-4.650037,0.2092262
UniRef90_P21066_oligopeptide_4,10,-4.542119,0.1411272
UniRef90_P07975_oligopeptide_20,2,-4.650037,0.2002505
UniRef90_Q6YMS4_oligopeptide_69,2,-4.589831,0.2308579
UniRef90_Q2HRD0_oligopeptide_25,6,-4.542119,0.2044511
UniRef90_Q6UY70_oligopeptide_48,10,-4.572222,0.160734
UniRef90_Q6Q1R8_oligopeptide_6,5,-4.637543,0.1767885
UniRef90_Q77PU6_oligopeptide_37,5,-4.650037,0.1852294
UniRef90_P03452_oligopeptide_15,8,-4.697749,0.1988447
UniRef90_P36798_oligopeptide_11,4,-4.487028,0.1368473
UniRef90_Q9J3M8_oligopeptide_6,18,-4.25181,0.2014282
UniRef90_P11824_oligopeptide_19,6,-4.619934,0.2577157
UniRef90_P12577_oligopeptide_39,17,-4.384909,0.2440543
UniRef90_P0DKA6_oligopeptide_3,6,-4.60744,0.2503304
UniRef90_Q05112_oligopeptide_15,4,-4.697749,0.1947757
UniRef90_P12576_oligopeptide_21,4,-4.537543,0.2324555
UniRef90_Q2HRD0_oligopeptide_19,4,-4.572222,0.1932612
UniRef90_O90729_oligopeptide_8,8,-4.697749,0.2008433
UniRef90_P35746_oligopeptide_19,8,-4.697749,0.2008433
UniRef90_P0C6U7_oligopeptide_42,3,-4.697749,0.2559718
UniRef90_P52533_oligopeptide_1,1,-4.667646,0.2698392
UniRef90_O56264_oligopeptide_4,4,-4.637543,0.2369532
UniRef90_P24568_oligopeptide_4,17,-4.286489,0.2177774
UniRef90_P52454_oligopeptide_1,10,-4.589831,0.2455628
UniRef90_P26313_oligopeptide_2,14,-4.343892,0.1888495
UniRef90_Q82122_oligopeptide_8,4,-4.326822,0.2632405
UniRef90_Q9JH49_oligopeptide_5,6,-4.572222,0.160734
UniRef90_Q9QBZ9_oligopeptide_33,15,-4.331398,0.2943592
UniRef90_P09260_oligopeptide_2,5,-4.667646,0.2017508
UniRef90_Q66478_oligopeptide_75,5,-4.667646,0.2017508
UniRef90_Q69572_oligopeptide_17,8,-4.58014,0.2058351
UniRef90_Q8JPY1_oligopeptide_8,5,-4.667646,0.2021326
UniRef90_P04580_oligopeptide_7,8,-4.637543,0.1645159
UniRef90_Q85318_oligopeptide_4,2,-4.667646,0.2194689
UniRef90_Q8JPX6_oligopeptide_3,4,-4.637543,0.2401149
UniRef90_O73556_oligopeptide_37,4,-4.697749,0.1988447
UniRef90_P0C6U3_oligopeptide_146,4,-4.697749,0.1988447
UniRef90_P17763_oligopeptide_111,4,-4.697749,0.1988447
UniRef90_Q9QJ58_oligopeptide_2,10,-4.494407,0.2408585
UniRef90_P17763_oligopeptide_72,6,-4.542119,0.2695583
UniRef90_Q66262_oligopeptide_5,3,-4.667646,0.2418776
UniRef90_P36798_oligopeptide_9,3,-4.632428,0.2193555
UniRef90_P29990_oligopeptide_3,6,-4.650037,0.2152072
UniRef90_P88838_oligopeptide_15,4,-4.697749,0.2008433
UniRef90_Q81487_oligopeptide_74,4,-4.697749,0.2008433
UniRef90_P05769_oligopeptide_122,3,-4.650037,0.2315118
UniRef90_P16849_oligopeptide_3,6,-4.481913,0.1746821
UniRef90_P87503_oligopeptide_42,8,-4.667646,0.1872625
UniRef90_F5HGH5_oligopeptide_9,7,-4.727852,0.2029645
UniRef90_P03436_oligopeptide_7,7,-4.727852,0.2029645
UniRef90_P04014_oligopeptide_19,7,-4.727852,0.2029645
UniRef90_P06427_oligopeptide_1,7,-4.727852,0.2029645
UniRef90_P08490_oligopeptide_4,7,-4.727852,0.2029645
UniRef90_P09309_oligopeptide_7,7,-4.727852,0.2029645
UniRef90_P0C6U4_oligopeptide_149,7,-4.727852,0.2029645
UniRef90_P12977_oligopeptide_15,7,-4.727852,0.2029645
UniRef90_P14349_oligopeptide_23,7,-4.727852,0.2029645
UniRef90_P15835_oligopeptide_3,7,-4.727852,0.2029645
UniRef90_P16289_oligopeptide_7,7,-4.727852,0.2029645
UniRef90_P24266_oligopeptide_12,7,-4.727852,0.2029645
UniRef90_Q05137_oligopeptide_12,7,-4.727852,0.2029645
UniRef90_Q3KSQ2_oligopeptide_8,7,-4.727852,0.2029645
UniRef90_Q9INI5_oligopeptide_6,7,-4.727852,0.2029645
UniRef90_Q9PWX1_oligopeptide_9,7,-4.727852,0.2029645
UniRef90_P03523_oligopeptide_64,8,-4.697749,0.2091122
UniRef90_P36721_oligopeptide_17,8,-4.697749,0.2091122
UniRef90_Q9WSV8_oligopeptide_6,8,-4.697749,0.2091122
UniRef90_P03418_oligopeptide_7,7,-4.454613,0.2293758
UniRef90_P11132_oligopeptide_5,1,-4.667646,0.2017508
UniRef90_P68438_oligopeptide_18,2,-4.68014,0.2337374
UniRef90_O09705_oligopeptide_30,1,-4.550037,0.2021073
UniRef90_Q02275_oligopeptide_11,6,-4.650037,0.2196017
UniRef90_Q9QAX1_oligopeptide_29,2,-4.650037,0.2152072
UniRef90_Q9Q721_oligopeptide_17,5,-4.489831,0.2282067
UniRef90_P33832_oligopeptide_4,8,-4.650037,0.262042
UniRef90_P87724_oligopeptide_10,13,-4.577337,0.2356016
UniRef90_P52537_oligopeptide_7,11,-4.567646,0.1914677
UniRef90_P27401_oligopeptide_19,6,-4.589831,0.1808786
UniRef90_P36334_oligopeptide_31,8,-4.483136,0.2136793
UniRef90_Q89187_oligopeptide_2,5,-4.364304,0.1433936
UniRef90_P04495_oligopeptide_32,4,-4.667646,0.1872625
UniRef90_P27399_oligopeptide_22,8,-4.559728,0.2674803
UniRef90_Q80944_oligopeptide_11,4,-4.697749,0.2091122
UniRef90_Q86195_oligopeptide_32,4,-4.697749,0.2091122
UniRef90_I4EPA3_oligopeptide_1,3,-4.727852,0.2029645
UniRef90_O39927_oligopeptide_84,3,-4.727852,0.2029645
UniRef90_O91086_oligopeptide_11,3,-4.727852,0.2029645
UniRef90_O91086_oligopeptide_8,3,-4.727852,0.2029645
UniRef90_O92532_oligopeptide_42,3,-4.727852,0.2029645
UniRef90_P03245_oligopeptide_6,3,-4.727852,0.2029645
UniRef90_P03302_oligopeptide_49,3,-4.727852,0.2029645
UniRef90_P03302_oligopeptide_50,3,-4.727852,0.2029645
UniRef90_P08318_oligopeptide_27,3,-4.727852,0.2029645
UniRef90_P0C1P2_oligopeptide_1,3,-4.727852,0.2029645
UniRef90_P0C6U6_oligopeptide_46,3,-4.727852,0.2029645
UniRef90_P0C6X4_oligopeptide_216,3,-4.727852,0.2029645
UniRef90_P11824_oligopeptide_11,3,-4.727852,0.2029645
UniRef90_P12888_oligopeptide_3,3,-4.727852,0.2029645
UniRef90_P20470_oligopeptide_29,3,-4.727852,0.2029645
UniRef90_P24830_oligopeptide_10,3,-4.727852,0.2029645
UniRef90_P25481_oligopeptide_4,3,-4.727852,0.2029645
UniRef90_P29813_oligopeptide_39,3,-4.727852,0.2029645
UniRef90_P29813_oligopeptide_70,3,-4.727852,0.2029645
UniRef90_P31352_oligopeptide_68,3,-4.727852,0.2029645
UniRef90_P36823_oligopeptide_2,3,-4.727852,0.2029645
UniRef90_P50764_oligopeptide_21,3,-4.727852,0.2029645
UniRef90_Q01221_oligopeptide_7,3,-4.727852,0.2029645
UniRef90_Q05318_oligopeptide_44,3,-4.727852,0.2029645
UniRef90_Q05794_oligopeptide_21,3,-4.727852,0.2029645
UniRef90_Q2HRD2_oligopeptide_24,3,-4.727852,0.2029645
UniRef90_Q2HRD3_oligopeptide_35,3,-4.727852,0.2029645
UniRef90_Q32ZD5_oligopeptide_100,3,-4.727852,0.2029645
UniRef90_Q5Y389_oligopeptide_41,3,-4.727852,0.2029645
UniRef90_Q68798_oligopeptide_64,3,-4.727852,0.2029645
UniRef90_Q69567_oligopeptide_23,3,-4.727852,0.2029645
UniRef90_Q6IUF8_oligopeptide_4,3,-4.727852,0.2029645
UniRef90_Q80930_oligopeptide_8,3,-4.727852,0.2029645
UniRef90_Q80951_oligopeptide_13,3,-4.727852,0.2029645
UniRef90_Q81487_oligopeptide_10,3,-4.727852,0.2029645
UniRef90_Q82122_oligopeptide_66,3,-4.727852,0.2029645
UniRef90_Q8AZ66_oligopeptide_15,3,-4.727852,0.2029645
UniRef90_Q8JPX5_oligopeptide_12,3,-4.727852,0.2029645
UniRef90_Q8JPX5_oligopeptide_57,3,-4.727852,0.2029645
UniRef90_Q9QNA9_oligopeptide_12,3,-4.727852,0.2029645
UniRef90_Q8QZ73_oligopeptide_21,1,-4.68014,0.2167315
UniRef90_Q8V294_oligopeptide_12,11,-4.494407,0.212225
UniRef90_P32530_oligopeptide_10,4,-4.542119,0.1878439
UniRef90_P36724_oligopeptide_18,4,-4.650037,0.2641214
UniRef90_P0C6Z8_oligopeptide_9,5,-4.512016,0.2518945
UniRef90_Q68798_oligopeptide_12,7,-4.542119,0.2452948
UniRef90_P27316_oligopeptide_16,10,-4.550037,0.348922
UniRef90_Q66810_oligopeptide_17,11,-4.519934,0.2914231
UniRef90_Q98326_oligopeptide_8,5,-4.512016,0.3063322
UniRef90_Q6IUF8_oligopeptide_11,9,-4.559728,0.2274457
UniRef90_Q9QJ56_oligopeptide_2,9,-4.667646,0.2244896
UniRef90_Q8QZ72_oligopeptide_22,3,-4.481913,0.1997621
UniRef90_F5HC79_oligopeptide_20,5,-4.697749,0.2408012
UniRef90_P13896_oligopeptide_26,6,-4.667646,0.2432065
UniRef90_P04603_oligopeptide_6,7,-4.697749,0.1947757
UniRef90_P0C1K7_oligopeptide_17,7,-4.697749,0.1947757
UniRef90_P05883_oligopeptide_8,9,-4.497749,0.2497403
UniRef90_P16287_oligopeptide_1,2,-4.572222,0.1709462
UniRef90_P06440_oligopeptide_10,6,-4.667646,0.2454604
UniRef90_P17755_oligopeptide_3,6,-4.667646,0.2454604
UniRef90_P0C741_oligopeptide_12,3,-4.697749,0.1887292
UniRef90_Q04538_oligopeptide_39,3,-4.697749,0.1887292
UniRef90_Q9QB84_oligopeptide_12,3,-4.697749,0.1887292
UniRef90_Q9YLJ1_oligopeptide_65,3,-4.697749,0.1887292
UniRef90_D5LX59_oligopeptide_60,3,-4.584716,0.2030732
UniRef90_P03200_oligopeptide_26,9,-4.542119,0.2823767
UniRef90_P27025_oligopeptide_10,8,-4.667646,0.2021326
UniRef90_Q88434_oligopeptide_16,8,-4.537543,0.1969489
UniRef90_P16602_oligopeptide_21,4,-4.667646,0.1977415
UniRef90_Q69028_oligopeptide_13,7,-4.697749,0.1988447
UniRef90_Q9YID8_oligopeptide_68,6,-4.619934,0.3572759
UniRef90_P0C6U5_oligopeptide_75,14,-4.409897,0.2617289
UniRef90_P36384_oligopeptide_29,4,-4.667646,0.2001469
UniRef90_F5HFZ4_oligopeptide_8,18,-4.469419,0.3092913
UniRef90_P16848_oligopeptide_20,7,-4.697749,0.2008433
UniRef90_Q32ZE0_oligopeptide_63,7,-4.697749,0.2008433
UniRef90_Q03495_oligopeptide_14,7,-4.667646,0.1787444
UniRef90_Q8JPX5_oligopeptide_58,5,-4.589831,0.1701554
UniRef90_Q710U6_oligopeptide_14,5,-4.650037,0.2152072
UniRef90_P36855_oligopeptide_3,5,-4.637543,0.2061158
UniRef90_O92564_oligopeptide_1,3,-4.697749,0.1947757
UniRef90_P03214_oligopeptide_25,3,-4.697749,0.1947757
UniRef90_P06162_oligopeptide_19,3,-4.697749,0.1947757
UniRef90_O92529_oligopeptide_48,6,-4.667646,0.2537421
UniRef90_B3SRX9_oligopeptide_9,9,-4.602325,0.1862933
UniRef90_Q01220_oligopeptide_4,5,-4.619934,0.1935033
UniRef90_Q6IUF8_oligopeptide_35,16,-4.281913,0.1938231
UniRef90_Q80HX6_oligopeptide_10,8,-4.481913,0.1603588
UniRef90_F5HGN8_oligopeptide_2,4,-4.650037,0.1895035
UniRef90_P04580_oligopeptide_29,7,-4.667646,0.1809652
UniRef90_Q4JQX9_oligopeptide_53,7,-4.667646,0.1809652
UniRef90_Q2HR64_oligopeptide_50,3,-4.542119,0.1792351
UniRef90_Q4JQT7_oligopeptide_9,3,-4.667646,0.1742065
UniRef90_Q4U0X6_oligopeptide_41,6,-4.421707,0.2163414
UniRef90_P03200_oligopeptide_24,8,-4.517131,0.2605839
UniRef90_Q75008_oligopeptide_12,5,-4.697749,0.2559718
UniRef90_P27399_oligopeptide_9,3,-4.697749,0.1988447
UniRef90_Q8JPX5_oligopeptide_60,3,-4.697749,0.1988447
UniRef90_Q9IMP5_oligopeptide_6,3,-4.697749,0.1988447
UniRef90_Q8BB47_oligopeptide_35,8,-4.450037,0.2697362
UniRef90_P04580_oligopeptide_4,10,-4.529625,0.306235
UniRef90_P0C6U3_oligopeptide_141,3,-4.697749,0.2008433
UniRef90_P19900_oligopeptide_5,3,-4.697749,0.2008433
UniRef90_P50800_oligopeptide_16,3,-4.697749,0.2008433
UniRef90_Q05794_oligopeptide_72,3,-4.697749,0.2008433
UniRef90_Q66578_oligopeptide_72,3,-4.697749,0.2008433
UniRef90_Q68798_oligopeptide_45,3,-4.697749,0.2008433
UniRef90_Q9INI2_oligopeptide_15,5,-4.650037,0.2226281
UniRef90_Q66T64_oligopeptide_6,5,-4.572222,0.1627268
UniRef90_P0C760_oligopeptide_27,6,-4.667646,0.2619628
UniRef90_P06831_oligopeptide_2,6,-4.632428,0.2352708
UniRef90_P10193_oligopeptide_4,4,-4.409213,0.2384425
UniRef90_P03094_oligopeptide_9,4,-4.650037,0.1954608
UniRef90_P32537_oligopeptide_4,5,-4.60744,0.1905337
UniRef90_Q8JPX5_oligopeptide_62,3,-4.667646,0.1787444
UniRef90_P13890_oligopeptide_14,2,-4.667646,0.2576719
UniRef90_P29324_oligopeptide_13,8,-4.370103,0.152558
UniRef90_P36714_oligopeptide_18,14,-4.469419,0.2020022
UniRef90_P04501_oligopeptide_3,6,-4.502325,0.2850965
UniRef90_P52538_oligopeptide_39,1,-4.697749,0.2554029
UniRef90_Q9IR53_oligopeptide_8,4,-4.404098,0.1752067
UniRef90_P0C6U6_oligopeptide_94,13,-4.257362,0.3062423
UniRef90_P22158_oligopeptide_3,1,-4.697749,0.2559718
UniRef90_P11818_oligopeptide_4,10,-4.529625,0.2457228
UniRef90_P13897_oligopeptide_22,9,-4.559728,0.2498943
UniRef90_B1NKT1_oligopeptide_7,6,-4.727852,0.2029645
UniRef90_O41799_oligopeptide_6,6,-4.727852,0.2029645
UniRef90_O89292_oligopeptide_9,6,-4.727852,0.2029645
UniRef90_O90370_oligopeptide_8,6,-4.727852,0.2029645
UniRef90_P03165_oligopeptide_4,6,-4.727852,0.2029645
UniRef90_P04296_oligopeptide_28,6,-4.727852,0.2029645
UniRef90_P04622_oligopeptide_2,6,-4.727852,0.2029645
UniRef90_P05769_oligopeptide_50,6,-4.727852,0.2029645
UniRef90_P0C6U2_oligopeptide_70,6,-4.727852,0.2029645
UniRef90_P0DJX7_oligopeptide_3,6,-4.727852,0.2029645
UniRef90_P10189_oligopeptide_10,6,-4.727852,0.2029645
UniRef90_P11818_oligopeptide_7,6,-4.727852,0.2029645
UniRef90_P13896_oligopeptide_22,6,-4.727852,0.2029645
UniRef90_P21277_oligopeptide_9,6,-4.727852,0.2029645
UniRef90_P21738_oligopeptide_8,6,-4.727852,0.2029645
UniRef90_P26661_oligopeptide_86,6,-4.727852,0.2029645
UniRef90_P32537_oligopeptide_65,6,-4.727852,0.2029645
UniRef90_P36328_oligopeptide_22,6,-4.727852,0.2029645
UniRef90_P36750_oligopeptide_19,6,-4.727852,0.2029645
UniRef90_P52352_oligopeptide_14,6,-4.727852,0.2029645
UniRef90_P68614_oligopeptide_5,6,-4.727852,0.2029645
UniRef90_Q01348_oligopeptide_8,6,-4.727852,0.2029645
UniRef90_Q02261_oligopeptide_22,6,-4.727852,0.2029645
UniRef90_Q05794_oligopeptide_36,6,-4.727852,0.2029645
UniRef90_Q3KSP5_oligopeptide_7,6,-4.727852,0.2029645
UniRef90_Q4JQW6_oligopeptide_2,6,-4.727852,0.2029645
UniRef90_Q66575_oligopeptide_66,6,-4.727852,0.2029645
UniRef90_Q69549_oligopeptide_15,6,-4.727852,0.2029645
UniRef90_Q6Q1S2_oligopeptide_26,6,-4.727852,0.2029645
UniRef90_Q6SW62_oligopeptide_20,6,-4.727852,0.2029645
UniRef90_Q9QF31_oligopeptide_10,6,-4.727852,0.2029645
UniRef90_P04592_oligopeptide_17,11,-4.529625,0.188356
UniRef90_Q08778_oligopeptide_20,12,-4.404098,0.2453747
UniRef90_P0C6U3_oligopeptide_73,6,-4.637543,0.2437236
UniRef90_O36634_oligopeptide_10,2,-4.650037,0.2481995
UniRef90_P15138_oligopeptide_6,5,-4.667646,0.2418776
UniRef90_P35769_oligopeptide_4,4,-4.542119,0.2112538
UniRef90_P04663_oligopeptide_6,7,-4.667646,0.1901006
UniRef90_Q5WPU5_oligopeptide_3,12,-4.369419,0.2196233
UniRef90_P24758_oligopeptide_11,13,-4.419934,0.2165317
UniRef90_P16811_oligopeptide_2,2,-4.559728,0.1782251
UniRef90_P04015_oligopeptide_4,7,-4.667646,0.1917886
UniRef90_Q69555_oligopeptide_2,7,-4.667646,0.1917886
UniRef90_P19893_oligopeptide_9,6,-4.637543,0.2469875
UniRef90_Q8JL69_oligopeptide_2,2,-4.469419,0.1069236
UniRef90_P17385_oligopeptide_2,7,-4.559728,0.2098734
UniRef90_P16769_oligopeptide_7,7,-4.502325,0.2439874
UniRef90_P03071_oligopeptide_10,4,-4.52451,0.1998224
UniRef90_P12451_oligopeptide_49,1,-4.559728,0.2452111
UniRef90_P04302_oligopeptide_5,3,-4.697749,0.2091122
UniRef90_Q4JQS7_oligopeptide_3,3,-4.697749,0.2091122
UniRef90_P26661_oligopeptide_16,3,-4.667646,0.1851173
UniRef90_P11468_oligopeptide_15,4,-4.697749,0.2408012
UniRef90_P13887_oligopeptide_70,13,-4.372222,0.2395194
UniRef90_P27314_oligopeptide_12,5,-4.619934,0.2078301
UniRef90_P11315_oligopeptide_2,3,-4.559728,0.2059113
UniRef90_P07614_oligopeptide_10,3,-4.697749,0.2106478
UniRef90_P16824_oligopeptide_11,3,-4.697749,0.2106478
UniRef90_Q69028_oligopeptide_9,8,-4.637543,0.2021931
UniRef90_P16826_oligopeptide_1,8,-4.597749,0.2687468
UniRef90_P33809_oligopeptide_5,5,-4.60744,0.2007616
UniRef90_P27312_oligopeptide_37,4,-4.619934,0.1816431
UniRef90_Q9WSZ6_oligopeptide_3,9,-4.404098,0.2662341
UniRef90_O42049_oligopeptide_6,5,-4.667646,0.2503023
UniRef90_A4ZCW3_oligopeptide_1,2,-4.727852,0.2029645
UniRef90_O39927_oligopeptide_99,2,-4.727852,0.2029645
UniRef90_P03302_oligopeptide_21,2,-4.727852,0.2029645
UniRef90_P03303_oligopeptide_41,2,-4.727852,0.2029645
UniRef90_P03362_oligopeptide_38,2,-4.727852,0.2029645
