olgnname,count,mean.control.log.signal,control.sd.log.signal,sample
UniRef90_P52519_oligopeptide_26,3,-4.335301,0.570017651,2
UniRef90_P36754_oligopeptide_16,4,-4.096092,0.196465498,2
UniRef90_P52540_oligopeptide_27,4,-4.202268,0.527452156,2
UniRef90_P16793_oligopeptide_1,6,-4.034271,0.570017651,2
UniRef90_Q86195_oligopeptide_5,2,-4.240642,0.054952206,2
UniRef90_A7XCE8_oligopeptide_4,2,-4.360991,0.126253364,2
UniRef90_O12157_oligopeptide_13,2,-4.360991,0.126253364,2
UniRef90_P05877_oligopeptide_8,2,-4.360991,0.126253364,2
UniRef90_P15155_oligopeptide_10,2,-4.360991,0.126253364,2
UniRef90_P16379_oligopeptide_13,2,-4.360991,0.126253364,2
UniRef90_P35253_oligopeptide_17,2,-4.360991,0.126253364,2
UniRef90_P36848_oligopeptide_3,2,-4.360991,0.126253364,2
UniRef90_P36848_oligopeptide_9,2,-4.360991,0.126253364,2
UniRef90_P50823_oligopeptide_11,2,-4.360991,0.126253364,2
UniRef90_P87503_oligopeptide_22,2,-4.360991,0.126253364,2
UniRef90_Q45UF9_oligopeptide_8,2,-4.360991,0.126253364,2
UniRef90_Q66431_oligopeptide_119,2,-4.360991,0.126253364,2
UniRef90_Q66431_oligopeptide_24,2,-4.360991,0.126253364,2
UniRef90_Q80903_oligopeptide_9,2,-4.360991,0.126253364,2
UniRef90_Q997F0_oligopeptide_60,2,-4.360991,0.126253364,2
UniRef90_P19475_oligopeptide_3,3,-4.335301,0.570017651,2
UniRef90_P03317_oligopeptide_76,3,-4.274418,0.328342942,2
UniRef90_Q82041_oligopeptide_12,4,-3.980934,0.001092041,2
UniRef90_P11132_oligopeptide_16,2,-4.267748,0.018729435,2
UniRef90_P17367_oligopeptide_5,2,-4.360991,0.126253364,2
UniRef90_P18384_oligopeptide_4,1,-4.320104,0.308300757,2
UniRef90_Q9QJ54_oligopeptide_26,2,-4.019074,0.308300757,2
UniRef90_P52537_oligopeptide_3,3,-4.274418,0.328342942,2
UniRef90_P0C6X5_oligopeptide_209,2,-4.267748,0.018729435,2
UniRef90_Q69028_oligopeptide_2,2,-4.267748,0.018729435,2
UniRef90_Q8AYW1_oligopeptide_15,4,-4.096092,0.196465498,2
UniRef90_P0C6U3_oligopeptide_108,4,-4.156639,0.349945913,2
UniRef90_Q8V294_oligopeptide_85,3,-4.151544,0.06972901,2
UniRef90_P54635_oligopeptide_7,3,-4.303794,0.42605126,2
UniRef90_P03218_oligopeptide_7,3,-4.369274,0.831599697,2
UniRef90_P04300_oligopeptide_2,3,-4.369274,0.831599697,2
UniRef90_P11193_oligopeptide_23,3,-4.369274,0.831599697,2
UniRef90_P12923_oligopeptide_4,3,-4.369274,0.831599697,2
UniRef90_P15423_oligopeptide_33,3,-4.369274,0.831599697,2
UniRef90_P23056_oligopeptide_13,3,-4.369274,0.831599697,2
UniRef90_P26141_oligopeptide_2,3,-4.369274,0.831599697,2
UniRef90_P36722_oligopeptide_3,3,-4.369274,0.831599697,2
UniRef90_P48311_oligopeptide_31,3,-4.369274,0.831599697,2
UniRef90_P52465_oligopeptide_8,3,-4.369274,0.831599697,2
UniRef90_P68620_oligopeptide_3,3,-4.369274,0.831599697,2
UniRef90_P69270_oligopeptide_5,3,-4.369274,0.831599697,2
UniRef90_Q9PY94_oligopeptide_13,3,-4.369274,0.831599697,2
UniRef90_P52360_oligopeptide_5,4,-4.096092,0.196465498,2
UniRef90_P36328_oligopeptide_33,4,-4.227016,0.676405372,2
UniRef90_P03277_oligopeptide_11,4,-4.077651,0.159235619,2
UniRef90_Q997F0_oligopeptide_19,3,-4.246905,0.254989651,2
UniRef90_P23056_oligopeptide_1,2,-4.267748,0.018729435,2
UniRef90_Q9WSV7_oligopeptide_8,5,-4.140414,0.761114349,2
UniRef90_P03427_oligopeptide_19,3,-4.221031,0.196465498,2
UniRef90_D5LX59_oligopeptide_16,3,-4.335301,0.570017651,2
UniRef90_P03502_oligopeptide_8,5,-4.140414,0.761114349,2
UniRef90_P03523_oligopeptide_35,2,-4.360991,0.126253364,2
UniRef90_Q4JQW6_oligopeptide_8,2,-4.360991,0.126253364,2
UniRef90_P04577_oligopeptide_16,4,-4.156639,0.349945913,2
UniRef90_P69270_oligopeptide_7,3,-4.274418,0.328342942,2
UniRef90_O73579_oligopeptide_7,3,-4.130651,0.037279456,2
UniRef90_P04584_oligopeptide_47,3,-4.274418,0.328342942,2
UniRef90_P18802_oligopeptide_49,3,-4.196613,0.147819609,2
UniRef90_P32537_oligopeptide_74,3,-4.303794,0.42605126,2
UniRef90_Q9QJ16_oligopeptide_14,9,-3.787931,0.301796793,2
UniRef90_P50641_oligopeptide_5,2,-4.267748,0.018729435,2
UniRef90_Q69140_oligopeptide_14,4,-4.135505,0.289372643,2
UniRef90_P89462_oligopeptide_17,1,-4.352863,0.2736758,2
UniRef90_Q5Y388_oligopeptide_39,1,-4.141531,0.489982697,2
UniRef90_P09299_oligopeptide_3,4,-4.077651,0.159235619,2
UniRef90_Q69535_oligopeptide_22,3,-4.369274,0.831599697,2
UniRef90_P0DKA5_oligopeptide_6,3,-4.073399,0.043334644,2
UniRef90_P27221_oligopeptide_11,3,-4.151544,0.06972901,2
UniRef90_Q2HRC8_oligopeptide_9,1,-4.352863,0.2736758,2
UniRef90_P20867_oligopeptide_7,3,-4.221031,0.196465498,2
UniRef90_P68343_oligopeptide_28,3,-4.055878,0.066160905,2
UniRef90_P11321_oligopeptide_4,1,-4.388297,0.235484825,2
UniRef90_P34015_oligopeptide_7,1,-4.388297,0.235484825,2
UniRef90_P69521_oligopeptide_3,1,-4.388297,0.235484825,2
UniRef90_Q69489_oligopeptide_1,1,-4.388297,0.235484825,2
UniRef90_Q05127_oligopeptide_8,3,-4.274418,0.328342942,2
UniRef90_P29165_oligopeptide_2,3,-4.151544,0.06972901,2
UniRef90_C5H431_oligopeptide_110,3,-4.303794,0.42605126,2
UniRef90_Q82007_oligopeptide_11,3,-4.221031,0.196465498,2
UniRef90_P27400_oligopeptide_19,2,-4.146509,0.16934449,2
UniRef90_Q80961_oligopeptide_12,2,-4.327636,0.06972901,2
UniRef90_P36328_oligopeptide_51,3,-4.196613,0.147819609,2
UniRef90_Q66765_oligopeptide_27,3,-4.274418,0.328342942,2
UniRef90_Q3KST4_oligopeptide_28,4,-4.178855,0.42605126,2
UniRef90_Q9QSP0_oligopeptide_60,2,-4.360991,0.126253364,2
UniRef90_P07210_oligopeptide_63,4,-4.178855,0.42605126,2
UniRef90_P04936_oligopeptide_5,3,-4.369274,0.831599697,2
UniRef90_P36712_oligopeptide_4,6,-4.018231,0.489887776,2
UniRef90_P04580_oligopeptide_6,4,-4.096092,0.196465498,2
UniRef90_Q2HRB2_oligopeptide_1,2,-4.267748,0.018729435,2
UniRef90_P03302_oligopeptide_13,1,-4.388297,0.235484825,2
UniRef90_P24436_oligopeptide_10,3,-4.246905,0.254989651,2
UniRef90_Q82041_oligopeptide_20,3,-4.369274,0.831599697,2
UniRef90_P52379_oligopeptide_5,2,-4.296661,0.022282902,2
UniRef90_O89341_oligopeptide_5,2,-4.397122,0.196465498,2
UniRef90_O90370_oligopeptide_69,2,-4.397122,0.196465498,2
UniRef90_P03193_oligopeptide_21,2,-4.397122,0.196465498,2
UniRef90_P05881_oligopeptide_3,2,-4.397122,0.196465498,2
UniRef90_P07240_oligopeptide_9,2,-4.397122,0.196465498,2
UniRef90_P0DOD3_oligopeptide_3,2,-4.397122,0.196465498,2
UniRef90_P0DOE0_oligopeptide_2,2,-4.397122,0.196465498,2
UniRef90_P10542_oligopeptide_8,2,-4.397122,0.196465498,2
UniRef90_P11819_oligopeptide_9,2,-4.397122,0.196465498,2
UniRef90_P18356_oligopeptide_9,2,-4.397122,0.196465498,2
UniRef90_P21404_oligopeptide_66,2,-4.397122,0.196465498,2
UniRef90_P22162_oligopeptide_15,2,-4.397122,0.196465498,2
UniRef90_P24761_oligopeptide_3,2,-4.397122,0.196465498,2
UniRef90_P25482_oligopeptide_1,2,-4.397122,0.196465498,2
UniRef90_P27153_oligopeptide_3,2,-4.397122,0.196465498,2
UniRef90_P33827_oligopeptide_10,2,-4.397122,0.196465498,2
UniRef90_P36297_oligopeptide_6,2,-4.397122,0.196465498,2
UniRef90_P36717_oligopeptide_2,2,-4.397122,0.196465498,2
UniRef90_P52548_oligopeptide_8,2,-4.397122,0.196465498,2
UniRef90_P59595_oligopeptide_10,2,-4.397122,0.196465498,2
UniRef90_P89467_oligopeptide_3,2,-4.397122,0.196465498,2
UniRef90_Q05135_oligopeptide_12,2,-4.397122,0.196465498,2
UniRef90_Q05794_oligopeptide_26,2,-4.397122,0.196465498,2
UniRef90_Q1K9Q1_oligopeptide_13,2,-4.397122,0.196465498,2
UniRef90_Q6UY61_oligopeptide_26,2,-4.397122,0.196465498,2
UniRef90_Q82040_oligopeptide_11,2,-4.397122,0.196465498,2
UniRef90_Q8JPY1_oligopeptide_17,2,-4.397122,0.196465498,2
UniRef90_Q9INI2_oligopeptide_5,2,-4.397122,0.196465498,2
UniRef90_Q9INI5_oligopeptide_34,2,-4.397122,0.196465498,2
UniRef90_Q9YLJ1_oligopeptide_56,2,-4.397122,0.196465498,2
UniRef90_P0C6U5_oligopeptide_114,4,-3.939612,0.054952206,2
UniRef90_O12792_oligopeptide_2,6,-3.973388,0.328342942,2
UniRef90_Q2HR67_oligopeptide_5,3,-4.303794,0.42605126,2
UniRef90_Q4TWH7_oligopeptide_3,2,-4.035145,0.291387704,2
UniRef90_Q9QB84_oligopeptide_20,4,-4.202268,0.527452156,2
UniRef90_P12923_oligopeptide_2,3,-4.274418,0.328342942,2
UniRef90_P16629_oligopeptide_12,2,-4.240642,0.054952206,2
UniRef90_P24830_oligopeptide_3,3,-4.130651,0.037279456,2
UniRef90_P12576_oligopeptide_32,2,-4.360991,0.126253364,2
UniRef90_F5HC79_oligopeptide_12,2,-4.296661,0.022282902,2
UniRef90_Q89607_oligopeptide_24,4,-4.227016,0.676405372,2
UniRef90_P36722_oligopeptide_5,3,-4.151544,0.06972901,2
UniRef90_P04296_oligopeptide_27,3,-4.196613,0.147819609,2
UniRef90_Q6TQR6_oligopeptide_74,5,-4.030421,0.268259681,2
UniRef90_P29984_oligopeptide_4,2,-4.327636,0.06972901,2
UniRef90_P30928_oligopeptide_6,2,-4.327636,0.06972901,2
UniRef90_Q79670_oligopeptide_17,3,-4.151544,0.06972901,2
UniRef90_Q45UF2_oligopeptide_7,2,-4.327636,0.06972901,2
UniRef90_P09261_oligopeptide_4,6,-4.002764,0.42605126,2
UniRef90_Q9INI3_oligopeptide_12,2,-4.19103,0.117038924,2
UniRef90_P06935_oligopeptide_69,3,-4.303794,0.42605126,2
UniRef90_P08411_oligopeptide_56,2,-4.397122,0.196465498,2
UniRef90_Q9QBZ2_oligopeptide_3,2,-4.397122,0.196465498,2
UniRef90_P24446_oligopeptide_2,4,-3.980934,0.001092041,2
UniRef90_P08411_oligopeptide_79,6,-3.973388,0.328342942,2
UniRef90_P0C6X6_oligopeptide_251,3,-4.303794,0.42605126,2
UniRef90_Q5Y388_oligopeptide_25,1,-4.320104,0.308300757,2
UniRef90_P21066_oligopeptide_4,1,-4.320104,0.308300757,2
UniRef90_P07975_oligopeptide_20,3,-4.335301,0.570017651,2
UniRef90_Q6YMS4_oligopeptide_69,4,-4.227016,0.676405372,2
UniRef90_Q2HRD0_oligopeptide_25,3,-4.221031,0.196465498,2
UniRef90_Q6UY70_oligopeptide_48,1,-4.320104,0.308300757,2
UniRef90_Q6Q1R8_oligopeptide_6,2,-4.360991,0.126253364,2
UniRef90_Q77PU6_oligopeptide_37,2,-4.360991,0.126253364,2
UniRef90_P03452_oligopeptide_15,1,-4.388297,0.235484825,2
UniRef90_P36798_oligopeptide_11,3,-4.274418,0.328342942,2
UniRef90_Q9J3M8_oligopeptide_6,4,-3.939612,0.054952206,2
UniRef90_P11824_oligopeptide_19,3,-4.221031,0.196465498,2
UniRef90_P12577_oligopeptide_39,3,-4.007194,0.126336916,2
UniRef90_P0DKA6_oligopeptide_3,3,-4.221031,0.196465498,2
UniRef90_Q05112_oligopeptide_15,2,-4.397122,0.196465498,2
UniRef90_P12576_oligopeptide_21,4,-4.178855,0.42605126,2
UniRef90_Q2HRD0_oligopeptide_19,3,-4.274418,0.328342942,2
UniRef90_O90729_oligopeptide_8,1,-4.388297,0.235484825,2
UniRef90_P35746_oligopeptide_19,1,-4.388297,0.235484825,2
UniRef90_P0C6U7_oligopeptide_42,3,-4.303794,0.42605126,2
UniRef90_P52533_oligopeptide_1,4,-4.25326,0.944865767,2
UniRef90_O56264_oligopeptide_4,3,-4.274418,0.328342942,2
UniRef90_P24568_oligopeptide_4,4,-3.952954,0.037361864,2
UniRef90_P52454_oligopeptide_1,2,-4.215128,0.08747136,2
UniRef90_P26313_oligopeptide_2,3,-4.055878,0.066160905,2
UniRef90_Q82122_oligopeptide_8,8,-3.925986,0.676405372,2
UniRef90_Q9JH49_oligopeptide_5,2,-4.327636,0.06972901,2
UniRef90_Q9QBZ9_oligopeptide_33,6,-3.88387,0.126253364,2
UniRef90_P09260_oligopeptide_2,2,-4.360991,0.126253364,2
UniRef90_Q66478_oligopeptide_75,2,-4.360991,0.126253364,2
UniRef90_Q69572_oligopeptide_17,2,-4.267748,0.018729435,2
UniRef90_Q8JPY1_oligopeptide_8,2,-4.360991,0.126253364,2
UniRef90_P04580_oligopeptide_7,1,-4.388297,0.235484825,2
UniRef90_Q85318_oligopeptide_4,3,-4.335301,0.570017651,2
UniRef90_Q8JPX6_oligopeptide_3,3,-4.274418,0.328342942,2
UniRef90_O73556_oligopeptide_37,2,-4.397122,0.196465498,2
UniRef90_P0C6U3_oligopeptide_146,2,-4.397122,0.196465498,2
UniRef90_P17763_oligopeptide_111,2,-4.397122,0.196465498,2
UniRef90_Q9QJ58_oligopeptide_2,3,-4.130651,0.037279456,2
UniRef90_P17763_oligopeptide_72,4,-4.135505,0.289372643,2
UniRef90_Q66262_oligopeptide_5,3,-4.303794,0.42605126,2
UniRef90_P36798_oligopeptide_9,3,-4.303794,0.42605126,2
UniRef90_P29990_oligopeptide_3,2,-4.327636,0.06972901,2
UniRef90_P88838_oligopeptide_15,2,-4.397122,0.196465498,2
UniRef90_Q81487_oligopeptide_74,2,-4.397122,0.196465498,2
UniRef90_P05769_oligopeptide_122,3,-4.303794,0.42605126,2
UniRef90_P16849_oligopeptide_3,3,-4.221031,0.196465498,2
UniRef90_P87503_oligopeptide_42,1,-4.388297,0.235484825,2
UniRef90_F5HGH5_oligopeptide_9,1,-4.42688,0.192790856,2
UniRef90_P03436_oligopeptide_7,1,-4.42688,0.192790856,2
UniRef90_P04014_oligopeptide_19,1,-4.42688,0.192790856,2
UniRef90_P06427_oligopeptide_1,1,-4.42688,0.192790856,2
UniRef90_P08490_oligopeptide_4,1,-4.42688,0.192790856,2
UniRef90_P09309_oligopeptide_7,1,-4.42688,0.192790856,2
UniRef90_P0C6U4_oligopeptide_149,1,-4.42688,0.192790856,2
UniRef90_P12977_oligopeptide_15,1,-4.42688,0.192790856,2
UniRef90_P14349_oligopeptide_23,1,-4.42688,0.192790856,2
UniRef90_P15835_oligopeptide_3,1,-4.42688,0.192790856,2
UniRef90_P16289_oligopeptide_7,1,-4.42688,0.192790856,2
UniRef90_P24266_oligopeptide_12,1,-4.42688,0.192790856,2
UniRef90_Q05137_oligopeptide_12,1,-4.42688,0.192790856,2
UniRef90_Q3KSQ2_oligopeptide_8,1,-4.42688,0.192790856,2
UniRef90_Q9INI5_oligopeptide_6,1,-4.42688,0.192790856,2
UniRef90_Q9PWX1_oligopeptide_9,1,-4.42688,0.192790856,2
UniRef90_P03523_oligopeptide_64,1,-4.388297,0.235484825,2
UniRef90_P36721_oligopeptide_17,1,-4.388297,0.235484825,2
UniRef90_Q9WSV8_oligopeptide_6,1,-4.388297,0.235484825,2
UniRef90_P03418_oligopeptide_7,4,-4.115352,0.239212225,2
UniRef90_P11132_oligopeptide_5,3,-4.369274,0.831599697,2
UniRef90_P68438_oligopeptide_18,3,-4.335301,0.570017651,2
UniRef90_O09705_oligopeptide_30,4,-4.25326,0.944865767,2
UniRef90_Q02275_oligopeptide_11,2,-4.327636,0.06972901,2
UniRef90_Q9QAX1_oligopeptide_29,3,-4.335301,0.570017651,2
UniRef90_Q9Q721_oligopeptide_17,4,-4.156639,0.349945913,2
UniRef90_P33832_oligopeptide_4,2,-4.267748,0.018729435,2
UniRef90_P87724_oligopeptide_10,1,-4.234467,0.396568872,2
UniRef90_P52537_oligopeptide_7,1,-4.289643,0.340020613,2
UniRef90_P27401_oligopeptide_19,2,-4.327636,0.06972901,2
UniRef90_P36334_oligopeptide_31,3,-4.173494,0.106175816,2
UniRef90_Q89187_oligopeptide_2,4,-4.156639,0.349945913,2
UniRef90_P04495_oligopeptide_32,2,-4.397122,0.196465498,2
UniRef90_P27399_oligopeptide_22,3,-4.173494,0.106175816,2
UniRef90_Q80944_oligopeptide_11,2,-4.397122,0.196465498,2
UniRef90_Q86195_oligopeptide_32,2,-4.397122,0.196465498,2
UniRef90_I4EPA3_oligopeptide_1,2,-4.436535,0.289372643,2
UniRef90_O39927_oligopeptide_84,2,-4.436535,0.289372643,2
UniRef90_O91086_oligopeptide_11,2,-4.436535,0.289372643,2
UniRef90_O91086_oligopeptide_8,2,-4.436535,0.289372643,2
UniRef90_O92532_oligopeptide_42,2,-4.436535,0.289372643,2
UniRef90_P03245_oligopeptide_6,2,-4.436535,0.289372643,2
UniRef90_P03302_oligopeptide_49,2,-4.436535,0.289372643,2
UniRef90_P03302_oligopeptide_50,2,-4.436535,0.289372643,2
UniRef90_P08318_oligopeptide_27,2,-4.436535,0.289372643,2
UniRef90_P0C1P2_oligopeptide_1,2,-4.436535,0.289372643,2
UniRef90_P0C6U6_oligopeptide_46,2,-4.436535,0.289372643,2
UniRef90_P0C6X4_oligopeptide_216,2,-4.436535,0.289372643,2
UniRef90_P11824_oligopeptide_11,2,-4.436535,0.289372643,2
UniRef90_P12888_oligopeptide_3,2,-4.436535,0.289372643,2
UniRef90_P20470_oligopeptide_29,2,-4.436535,0.289372643,2
UniRef90_P24830_oligopeptide_10,2,-4.436535,0.289372643,2
UniRef90_P25481_oligopeptide_4,2,-4.436535,0.289372643,2
UniRef90_P29813_oligopeptide_39,2,-4.436535,0.289372643,2
UniRef90_P29813_oligopeptide_70,2,-4.436535,0.289372643,2
UniRef90_P31352_oligopeptide_68,2,-4.436535,0.289372643,2
UniRef90_P36823_oligopeptide_2,2,-4.436535,0.289372643,2
UniRef90_P50764_oligopeptide_21,2,-4.436535,0.289372643,2
UniRef90_Q01221_oligopeptide_7,2,-4.436535,0.289372643,2
UniRef90_Q05318_oligopeptide_44,2,-4.436535,0.289372643,2
UniRef90_Q05794_oligopeptide_21,2,-4.436535,0.289372643,2
UniRef90_Q2HRD2_oligopeptide_24,2,-4.436535,0.289372643,2
UniRef90_Q2HRD3_oligopeptide_35,2,-4.436535,0.289372643,2
UniRef90_Q32ZD5_oligopeptide_100,2,-4.436535,0.289372643,2
UniRef90_Q5Y389_oligopeptide_41,2,-4.436535,0.289372643,2
UniRef90_Q68798_oligopeptide_64,2,-4.436535,0.289372643,2
UniRef90_Q69567_oligopeptide_23,2,-4.436535,0.289372643,2
UniRef90_Q6IUF8_oligopeptide_4,2,-4.436535,0.289372643,2
UniRef90_Q80930_oligopeptide_8,2,-4.436535,0.289372643,2
UniRef90_Q80951_oligopeptide_13,2,-4.436535,0.289372643,2
UniRef90_Q81487_oligopeptide_10,2,-4.436535,0.289372643,2
UniRef90_Q82122_oligopeptide_66,2,-4.436535,0.289372643,2
UniRef90_Q8AZ66_oligopeptide_15,2,-4.436535,0.289372643,2
UniRef90_Q8JPX5_oligopeptide_12,2,-4.436535,0.289372643,2
UniRef90_Q8JPX5_oligopeptide_57,2,-4.436535,0.289372643,2
UniRef90_Q9QNA9_oligopeptide_12,2,-4.436535,0.289372643,2
UniRef90_Q8QZ73_oligopeptide_21,3,-4.369274,0.831599697,2
UniRef90_Q8V294_oligopeptide_12,2,-4.19103,0.117038924,2
UniRef90_P32530_oligopeptide_10,3,-4.274418,0.328342942,2
UniRef90_P36724_oligopeptide_18,3,-4.274418,0.328342942,2
UniRef90_P0C6Z8_oligopeptide_9,4,-4.156639,0.349945913,2
UniRef90_Q68798_oligopeptide_12,3,-4.196613,0.147819609,2
UniRef90_P27316_oligopeptide_16,4,-4.059961,0.126253364,2
UniRef90_Q66810_oligopeptide_17,3,-4.110717,0.007993457,2
UniRef90_Q98326_oligopeptide_8,5,-4.081945,0.42605126,2
UniRef90_Q6IUF8_oligopeptide_11,2,-4.240642,0.054952206,2
UniRef90_Q9QJ56_oligopeptide_2,1,-4.352863,0.2736758,2
UniRef90_Q8QZ72_oligopeptide_22,4,-4.202268,0.527452156,2
UniRef90_F5HC79_oligopeptide_20,2,-4.360991,0.126253364,2
UniRef90_P13896_oligopeptide_26,2,-4.327636,0.06972901,2
UniRef90_P04603_oligopeptide_6,1,-4.42688,0.192790856,2
UniRef90_P0C1K7_oligopeptide_17,1,-4.42688,0.192790856,2
UniRef90_P05883_oligopeptide_8,3,-4.151544,0.06972901,2
UniRef90_P16287_oligopeptide_1,3,-4.335301,0.570017651,2
UniRef90_P06440_oligopeptide_10,2,-4.327636,0.06972901,2
UniRef90_P17755_oligopeptide_3,2,-4.327636,0.06972901,2
UniRef90_P0C741_oligopeptide_12,2,-4.436535,0.289372643,2
UniRef90_Q04538_oligopeptide_39,2,-4.436535,0.289372643,2
UniRef90_Q9QB84_oligopeptide_12,2,-4.436535,0.289372643,2
UniRef90_Q9YLJ1_oligopeptide_65,2,-4.436535,0.289372643,2
UniRef90_D5LX59_oligopeptide_60,3,-4.303794,0.42605126,2
UniRef90_P03200_oligopeptide_26,3,-4.151544,0.06972901,2
UniRef90_P27025_oligopeptide_10,1,-4.388297,0.235484825,2
UniRef90_Q88434_oligopeptide_16,2,-4.267748,0.018729435,2
UniRef90_P16602_oligopeptide_21,2,-4.397122,0.196465498,2
UniRef90_Q69028_oligopeptide_13,1,-4.42688,0.192790856,2
UniRef90_Q9YID8_oligopeptide_68,4,-4.135505,0.289372643,2
UniRef90_P0C6U5_oligopeptide_75,3,-4.055878,0.066160905,2
UniRef90_P36384_oligopeptide_29,2,-4.397122,0.196465498,2
UniRef90_F5HFZ4_oligopeptide_8,2,-4.051833,0.2736758,2
UniRef90_P16848_oligopeptide_20,1,-4.42688,0.192790856,2
UniRef90_Q32ZE0_oligopeptide_63,1,-4.42688,0.192790856,2
UniRef90_Q03495_oligopeptide_14,1,-4.42688,0.192790856,2
UniRef90_Q8JPX5_oligopeptide_58,2,-4.360991,0.126253364,2
UniRef90_Q710U6_oligopeptide_14,2,-4.360991,0.126253364,2
UniRef90_P36855_oligopeptide_3,2,-4.360991,0.126253364,2
UniRef90_O92564_oligopeptide_1,2,-4.436535,0.289372643,2
UniRef90_P03214_oligopeptide_25,2,-4.436535,0.289372643,2
UniRef90_P06162_oligopeptide_19,2,-4.436535,0.289372643,2
UniRef90_O92529_oligopeptide_48,2,-4.327636,0.06972901,2
UniRef90_B3SRX9_oligopeptide_9,1,-4.352863,0.2736758,2
UniRef90_Q01220_oligopeptide_4,2,-4.360991,0.126253364,2
UniRef90_Q6IUF8_oligopeptide_35,3,-4.022823,0.10747422,2
UniRef90_Q80HX6_oligopeptide_10,2,-4.267748,0.018729435,2
UniRef90_F5HGN8_oligopeptide_2,2,-4.397122,0.196465498,2
UniRef90_P04580_oligopeptide_29,1,-4.42688,0.192790856,2
UniRef90_Q4JQX9_oligopeptide_53,1,-4.42688,0.192790856,2
UniRef90_Q2HR64_oligopeptide_50,3,-4.303794,0.42605126,2
UniRef90_Q4JQT7_oligopeptide_9,2,-4.436535,0.289372643,2
UniRef90_Q4U0X6_oligopeptide_41,4,-4.135505,0.289372643,2
UniRef90_P03200_oligopeptide_24,3,-4.173494,0.106175816,2
UniRef90_Q75008_oligopeptide_12,2,-4.360991,0.126253364,2
UniRef90_P27399_oligopeptide_9,2,-4.436535,0.289372643,2
UniRef90_Q8JPX5_oligopeptide_60,2,-4.436535,0.289372643,2
UniRef90_Q9IMP5_oligopeptide_6,2,-4.436535,0.289372643,2
UniRef90_Q8BB47_oligopeptide_35,4,-4.096092,0.196465498,2
UniRef90_P04580_oligopeptide_4,3,-4.130651,0.037279456,2
UniRef90_P0C6U3_oligopeptide_141,2,-4.436535,0.289372643,2
UniRef90_P19900_oligopeptide_5,2,-4.436535,0.289372643,2
UniRef90_P50800_oligopeptide_16,2,-4.436535,0.289372643,2
UniRef90_Q05794_oligopeptide_72,2,-4.436535,0.289372643,2
UniRef90_Q66578_oligopeptide_72,2,-4.436535,0.289372643,2
UniRef90_Q68798_oligopeptide_45,2,-4.436535,0.289372643,2
UniRef90_Q9INI2_oligopeptide_15,2,-4.360991,0.126253364,2
UniRef90_Q66T64_oligopeptide_6,2,-4.360991,0.126253364,2
UniRef90_P0C760_oligopeptide_27,2,-4.327636,0.06972901,2
UniRef90_P06831_oligopeptide_2,2,-4.327636,0.06972901,2
UniRef90_P10193_oligopeptide_4,5,-4.100574,0.504384061,2
UniRef90_P03094_oligopeptide_9,2,-4.397122,0.196465498,2
UniRef90_P32537_oligopeptide_4,2,-4.360991,0.126253364,2
UniRef90_Q8JPX5_oligopeptide_62,2,-4.436535,0.289372643,2
UniRef90_P13890_oligopeptide_14,3,-4.335301,0.570017651,2
UniRef90_P29324_oligopeptide_13,3,-4.173494,0.106175816,2
UniRef90_P36714_oligopeptide_18,1,-4.209303,0.422051768,2
UniRef90_P04501_oligopeptide_3,4,-4.135505,0.289372643,2
UniRef90_P52538_oligopeptide_39,3,-4.369274,0.831599697,2
UniRef90_Q9IR53_oligopeptide_8,4,-4.178855,0.42605126,2
UniRef90_P0C6U6_oligopeptide_94,7,-3.863955,0.220113428,2
UniRef90_P22158_oligopeptide_3,3,-4.369274,0.831599697,2
UniRef90_P11818_oligopeptide_4,2,-4.215128,0.08747136,2
UniRef90_P13897_oligopeptide_22,2,-4.240642,0.054952206,2
UniRef90_B1NKT1_oligopeptide_7,1,-4.469229,0.144196012,2
UniRef90_O41799_oligopeptide_6,1,-4.469229,0.144196012,2
UniRef90_O89292_oligopeptide_9,1,-4.469229,0.144196012,2
UniRef90_O90370_oligopeptide_8,1,-4.469229,0.144196012,2
UniRef90_P03165_oligopeptide_4,1,-4.469229,0.144196012,2
UniRef90_P04296_oligopeptide_28,1,-4.469229,0.144196012,2
UniRef90_P04622_oligopeptide_2,1,-4.469229,0.144196012,2
UniRef90_P05769_oligopeptide_50,1,-4.469229,0.144196012,2
UniRef90_P0C6U2_oligopeptide_70,1,-4.469229,0.144196012,2
UniRef90_P0DJX7_oligopeptide_3,1,-4.469229,0.144196012,2
UniRef90_P10189_oligopeptide_10,1,-4.469229,0.144196012,2
UniRef90_P11818_oligopeptide_7,1,-4.469229,0.144196012,2
UniRef90_P13896_oligopeptide_22,1,-4.469229,0.144196012,2
UniRef90_P21277_oligopeptide_9,1,-4.469229,0.144196012,2
UniRef90_P21738_oligopeptide_8,1,-4.469229,0.144196012,2
UniRef90_P26661_oligopeptide_86,1,-4.469229,0.144196012,2
UniRef90_P32537_oligopeptide_65,1,-4.469229,0.144196012,2
UniRef90_P36328_oligopeptide_22,1,-4.469229,0.144196012,2
UniRef90_P36750_oligopeptide_19,1,-4.469229,0.144196012,2
UniRef90_P52352_oligopeptide_14,1,-4.469229,0.144196012,2
